item,classC,classB
http://www.wikidata.org/entity/Q1137468,http://www.wikidata.org/entity/Q15105299,http://www.wikidata.org/entity/Q1454201
http://www.wikidata.org/entity/Q1190554,http://www.wikidata.org/entity/Q452440,http://www.wikidata.org/entity/Q17853087
http://www.wikidata.org/entity/Q1190554,http://www.wikidata.org/entity/Q2238935,http://www.wikidata.org/entity/Q331483
http://www.wikidata.org/entity/Q1190554,http://www.wikidata.org/entity/Q16176775,http://www.wikidata.org/entity/Q47496130
http://www.wikidata.org/entity/Q1216998,http://www.wikidata.org/entity/Q7900855,http://www.wikidata.org/entity/Q133212
http://www.wikidata.org/entity/Q1216998,http://www.wikidata.org/entity/Q17640201,http://www.wikidata.org/entity/Q133212
http://www.wikidata.org/entity/Q1216998,http://www.wikidata.org/entity/Q18975915,http://www.wikidata.org/entity/Q133212
http://www.wikidata.org/entity/Q1261026,http://www.wikidata.org/entity/Q216665,http://www.wikidata.org/entity/Q849965
http://www.wikidata.org/entity/Q1269299,http://www.wikidata.org/entity/Q166280,http://www.wikidata.org/entity/Q134161
http://www.wikidata.org/entity/Q1254773,http://www.wikidata.org/entity/Q623509,http://www.wikidata.org/entity/Q57315384
http://www.wikidata.org/entity/Q1254773,http://www.wikidata.org/entity/Q87929050,http://www.wikidata.org/entity/Q1808578
http://www.wikidata.org/entity/Q1258217,http://www.wikidata.org/entity/Q3233785,http://www.wikidata.org/entity/Q49996495
http://www.wikidata.org/entity/Q1288568,http://www.wikidata.org/entity/Q3110592,http://www.wikidata.org/entity/Q7850
http://www.wikidata.org/entity/Q1293220,http://www.wikidata.org/entity/Q945733,http://www.wikidata.org/entity/Q18335
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q280481,http://www.wikidata.org/entity/Q41254
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q1453643,http://www.wikidata.org/entity/Q41254
http://www.wikidata.org/entity/Q1408288,http://www.wikidata.org/entity/Q496098,http://www.wikidata.org/entity/Q1651044
http://www.wikidata.org/entity/Q1408288,http://www.wikidata.org/entity/Q1055732,http://www.wikidata.org/entity/Q1651044
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96586004,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96586469,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96586836,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96587125,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96587375,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96613973,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96614530,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1364556,http://www.wikidata.org/entity/Q96614834,http://www.wikidata.org/entity/Q4745579
http://www.wikidata.org/entity/Q1406161,http://www.wikidata.org/entity/Q85844812,http://www.wikidata.org/entity/Q608632
http://www.wikidata.org/entity/Q1441305,http://www.wikidata.org/entity/Q86,http://www.wikidata.org/entity/Q81938
http://www.wikidata.org/entity/Q1432594,http://www.wikidata.org/entity/Q16398,http://www.wikidata.org/entity/Q1626612
http://www.wikidata.org/entity/Q1441305,http://www.wikidata.org/entity/Q3403879,http://www.wikidata.org/entity/Q21128838
http://www.wikidata.org/entity/Q1441305,http://www.wikidata.org/entity/Q21006662,http://www.wikidata.org/entity/Q767485
http://www.wikidata.org/entity/Q1441305,http://www.wikidata.org/entity/Q30141616,http://www.wikidata.org/entity/Q989365
http://www.wikidata.org/entity/Q1478437,http://www.wikidata.org/entity/Q19916292,http://www.wikidata.org/entity/Q16718172
http://www.wikidata.org/entity/Q1572121,http://www.wikidata.org/entity/Q45989477,http://www.wikidata.org/entity/Q62617958
http://www.wikidata.org/entity/Q1656682,http://www.wikidata.org/entity/Q1694159,http://www.wikidata.org/entity/Q478515
http://www.wikidata.org/entity/Q1622925,http://www.wikidata.org/entity/Q1264365,http://www.wikidata.org/entity/Q5668163
http://www.wikidata.org/entity/Q1643989,http://www.wikidata.org/entity/Q47433,http://www.wikidata.org/entity/Q693464
http://www.wikidata.org/entity/Q1622925,http://www.wikidata.org/entity/Q11942418,http://www.wikidata.org/entity/Q5668163
http://www.wikidata.org/entity/Q1622925,http://www.wikidata.org/entity/Q61883100,http://www.wikidata.org/entity/Q5668163
http://www.wikidata.org/entity/Q1622925,http://www.wikidata.org/entity/Q61883146,http://www.wikidata.org/entity/Q5668163
http://www.wikidata.org/entity/Q1746392,http://www.wikidata.org/entity/Q371752,http://www.wikidata.org/entity/Q2293362
http://www.wikidata.org/entity/Q1746392,http://www.wikidata.org/entity/Q371752,http://www.wikidata.org/entity/Q2309609
http://www.wikidata.org/entity/Q1665984,http://www.wikidata.org/entity/Q928786,http://www.wikidata.org/entity/Q1143546
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35792868,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35793374,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35793606,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35793826,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35794198,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35795030,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35795329,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1788716,http://www.wikidata.org/entity/Q35795612,http://www.wikidata.org/entity/Q129508
http://www.wikidata.org/entity/Q1778821,http://www.wikidata.org/entity/Q1326339,http://www.wikidata.org/entity/Q638022
http://www.wikidata.org/entity/Q1792379,http://www.wikidata.org/entity/Q372240,http://www.wikidata.org/entity/Q631931
http://www.wikidata.org/entity/Q1920219,http://www.wikidata.org/entity/Q861360,http://www.wikidata.org/entity/Q5431887
http://www.wikidata.org/entity/Q1928978,http://www.wikidata.org/entity/Q12195,http://www.wikidata.org/entity/Q5062121
http://www.wikidata.org/entity/Q1928978,http://www.wikidata.org/entity/Q39222,http://www.wikidata.org/entity/Q5062121
http://www.wikidata.org/entity/Q1928978,http://www.wikidata.org/entity/Q3053951,http://www.wikidata.org/entity/Q5062121
http://www.wikidata.org/entity/Q1928978,http://www.wikidata.org/entity/Q9430213,http://www.wikidata.org/entity/Q5062121
http://www.wikidata.org/entity/Q1928978,http://www.wikidata.org/entity/Q18558169,http://www.wikidata.org/entity/Q5062121
http://www.wikidata.org/entity/Q1931388,http://www.wikidata.org/entity/Q883082,http://www.wikidata.org/entity/Q114953
http://www.wikidata.org/entity/Q1955280,http://www.wikidata.org/entity/Q4261412,http://www.wikidata.org/entity/Q1418057
http://www.wikidata.org/entity/Q1931388,http://www.wikidata.org/entity/Q43381944,http://www.wikidata.org/entity/Q11868838
http://www.wikidata.org/entity/Q1914636,http://www.wikidata.org/entity/Q444310,http://www.wikidata.org/entity/Q999646
http://www.wikidata.org/entity/Q1914636,http://www.wikidata.org/entity/Q1479406,http://www.wikidata.org/entity/Q2251595
http://www.wikidata.org/entity/Q1914636,http://www.wikidata.org/entity/Q1175042,http://www.wikidata.org/entity/Q2920921
http://www.wikidata.org/entity/Q1914636,http://www.wikidata.org/entity/Q1005490,http://www.wikidata.org/entity/Q12004616
http://www.wikidata.org/entity/Q2015728,http://www.wikidata.org/entity/Q3344353,http://www.wikidata.org/entity/Q5439395
http://www.wikidata.org/entity/Q1994301,http://www.wikidata.org/entity/Q99982255,http://www.wikidata.org/entity/Q625420
http://www.wikidata.org/entity/Q2106340,http://www.wikidata.org/entity/Q11349668,http://www.wikidata.org/entity/Q11602103
http://www.wikidata.org/entity/Q2047938,http://www.wikidata.org/entity/Q6034307,http://www.wikidata.org/entity/Q55604101
http://www.wikidata.org/entity/Q2143661,http://www.wikidata.org/entity/Q1682171,http://www.wikidata.org/entity/Q166849
http://www.wikidata.org/entity/Q2235308,http://www.wikidata.org/entity/Q1634158,http://www.wikidata.org/entity/Q170483
http://www.wikidata.org/entity/Q2234610,http://www.wikidata.org/entity/Q2918337,http://www.wikidata.org/entity/Q1133339
http://www.wikidata.org/entity/Q2373919,http://www.wikidata.org/entity/Q992194,http://www.wikidata.org/entity/Q517760
http://www.wikidata.org/entity/Q2312410,http://www.wikidata.org/entity/Q21467672,http://www.wikidata.org/entity/Q105674
http://www.wikidata.org/entity/Q2424752,http://www.wikidata.org/entity/Q131207,http://www.wikidata.org/entity/Q79529
http://www.wikidata.org/entity/Q2424752,http://www.wikidata.org/entity/Q503288,http://www.wikidata.org/entity/Q79529
http://www.wikidata.org/entity/Q2424752,http://www.wikidata.org/entity/Q1069267,http://www.wikidata.org/entity/Q79529
http://www.wikidata.org/entity/Q2424752,http://www.wikidata.org/entity/Q1365353,http://www.wikidata.org/entity/Q79529
http://www.wikidata.org/entity/Q2385804,http://www.wikidata.org/entity/Q14551995,http://www.wikidata.org/entity/Q359674
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q121842,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q124216,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q170217,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q842438,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q1092641,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q1377716,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q7429989,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q55590637,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q55590650,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q94800739,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q96158854,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100198559,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100203032,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100348876,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100355826,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100981837,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100982063,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100982257,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100982450,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100982644,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100983163,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100983288,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100983584,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100984174,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q100984372,http://www.wikidata.org/entity/Q1196645
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q101066339,http://www.wikidata.org/entity/Q12960308
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q101067412,http://www.wikidata.org/entity/Q12960308
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q101083550,http://www.wikidata.org/entity/Q101083323
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q101083602,http://www.wikidata.org/entity/Q101083323
http://www.wikidata.org/entity/Q2472587,http://www.wikidata.org/entity/Q101094861,http://www.wikidata.org/entity/Q101094841
http://www.wikidata.org/entity/Q2662845,http://www.wikidata.org/entity/Q27537038,http://www.wikidata.org/entity/Q2840399
http://www.wikidata.org/entity/Q2671652,http://www.wikidata.org/entity/Q216933,http://www.wikidata.org/entity/Q234904
http://www.wikidata.org/entity/Q2671652,http://www.wikidata.org/entity/Q2662381,http://www.wikidata.org/entity/Q234904
http://www.wikidata.org/entity/Q2671652,http://www.wikidata.org/entity/Q641267,http://www.wikidata.org/entity/Q3153694
http://www.wikidata.org/entity/Q2671652,http://www.wikidata.org/entity/Q641267,http://www.wikidata.org/entity/Q4062596
http://www.wikidata.org/entity/Q2643571,http://www.wikidata.org/entity/Q47495874,http://www.wikidata.org/entity/Q11998326
http://www.wikidata.org/entity/Q2695280,http://www.wikidata.org/entity/Q957423,http://www.wikidata.org/entity/Q974213
http://www.wikidata.org/entity/Q2857578,http://www.wikidata.org/entity/Q747894,http://www.wikidata.org/entity/Q12030109
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q189101,http://www.wikidata.org/entity/Q189159
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q121610,http://www.wikidata.org/entity/Q1823478
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q167980,http://www.wikidata.org/entity/Q14820652
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q193119,http://www.wikidata.org/entity/Q14860201
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q781413,http://www.wikidata.org/entity/Q14912053
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q22290078,http://www.wikidata.org/entity/Q1435575
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q4918888,http://www.wikidata.org/entity/Q2990593
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q1364253,http://www.wikidata.org/entity/Q22284496
http://www.wikidata.org/entity/Q2996394,http://www.wikidata.org/entity/Q919283,http://www.wikidata.org/entity/Q22298585
http://www.wikidata.org/entity/Q3054261,http://www.wikidata.org/entity/Q18451361,http://www.wikidata.org/entity/Q1632676
http://www.wikidata.org/entity/Q3100808,http://www.wikidata.org/entity/Q97635641,http://www.wikidata.org/entity/Q182956
http://www.wikidata.org/entity/Q3247516,http://www.wikidata.org/entity/Q1141429,http://www.wikidata.org/entity/Q17113277
http://www.wikidata.org/entity/Q3354346,http://www.wikidata.org/entity/Q5903807,http://www.wikidata.org/entity/Q5903802
http://www.wikidata.org/entity/Q3354346,http://www.wikidata.org/entity/Q17003363,http://www.wikidata.org/entity/Q5903802
http://www.wikidata.org/entity/Q3546121,http://www.wikidata.org/entity/Q67863852,http://www.wikidata.org/entity/Q3088299
http://www.wikidata.org/entity/Q3546121,http://www.wikidata.org/entity/Q68431631,http://www.wikidata.org/entity/Q3088299
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q20473964,http://www.wikidata.org/entity/Q132050
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q17279032,http://www.wikidata.org/entity/Q11997597
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q30103103,http://www.wikidata.org/entity/Q13424814
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q29182,http://www.wikidata.org/entity/Q42603
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q83307,http://www.wikidata.org/entity/Q599151
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q334473,http://www.wikidata.org/entity/Q1162163
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q121998,http://www.wikidata.org/entity/Q1251687
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q58412251,http://www.wikidata.org/entity/Q1006696
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q65557188,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q65798480,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q622601,http://www.wikidata.org/entity/Q30461
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q1127270,http://www.wikidata.org/entity/Q140686
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q499165,http://www.wikidata.org/entity/Q663395
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q1133920,http://www.wikidata.org/entity/Q1251687
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q622601,http://www.wikidata.org/entity/Q1337239
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q1501906,http://www.wikidata.org/entity/Q1416611
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q1837955,http://www.wikidata.org/entity/Q16163440
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q90132546,http://www.wikidata.org/entity/Q599151
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q95637571,http://www.wikidata.org/entity/Q696776
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q65962630,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q65963788,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q66332487,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q85954791,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q2912172,http://www.wikidata.org/entity/Q131524
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q3382119,http://www.wikidata.org/entity/Q371909
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q5123536,http://www.wikidata.org/entity/Q599151
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q3508196,http://www.wikidata.org/entity/Q1339249
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q4676866,http://www.wikidata.org/entity/Q4676846
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q2994387,http://www.wikidata.org/entity/Q15978655
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q3695530,http://www.wikidata.org/entity/Q16163440
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q5096852,http://www.wikidata.org/entity/Q16163440
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q1958649,http://www.wikidata.org/entity/Q27214348
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q7603902,http://www.wikidata.org/entity/Q388338
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q7832034,http://www.wikidata.org/entity/Q599151
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q15726407,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q10526703,http://www.wikidata.org/entity/Q13554447
http://www.wikidata.org/entity/Q4164871,http://www.wikidata.org/entity/Q8135012,http://www.wikidata.org/entity/Q16163440
http://www.wikidata.org/entity/Q4387609,http://www.wikidata.org/entity/Q11852606,http://www.wikidata.org/entity/Q4387609
http://www.wikidata.org/entity/Q4387609,http://www.wikidata.org/entity/Q98446764,http://www.wikidata.org/entity/Q4387609
http://www.wikidata.org/entity/Q4936952,http://www.wikidata.org/entity/Q197204,http://www.wikidata.org/entity/Q1074
http://www.wikidata.org/entity/Q4830453,http://www.wikidata.org/entity/Q3514732,http://www.wikidata.org/entity/Q15915446
http://www.wikidata.org/entity/Q4936774,http://www.wikidata.org/entity/Q1578799,http://www.wikidata.org/entity/Q608259
http://www.wikidata.org/entity/Q4936952,http://www.wikidata.org/entity/Q2192288,http://www.wikidata.org/entity/Q4620674
http://www.wikidata.org/entity/Q5182137,http://www.wikidata.org/entity/Q3502509,http://www.wikidata.org/entity/Q55785515
http://www.wikidata.org/entity/Q5058355,http://www.wikidata.org/entity/Q29548,http://www.wikidata.org/entity/Q14349455
http://www.wikidata.org/entity/Q5058355,http://www.wikidata.org/entity/Q111180,http://www.wikidata.org/entity/Q14864881
http://www.wikidata.org/entity/Q5058355,http://www.wikidata.org/entity/Q37748,http://www.wikidata.org/entity/Q22326185
http://www.wikidata.org/entity/Q5058355,http://www.wikidata.org/entity/Q45948,http://www.wikidata.org/entity/Q70551253
http://www.wikidata.org/entity/Q5058355,http://www.wikidata.org/entity/Q79899,http://www.wikidata.org/entity/Q70551253
http://www.wikidata.org/entity/Q5182137,http://www.wikidata.org/entity/Q7247049,http://www.wikidata.org/entity/Q55785515
http://www.wikidata.org/entity/Q5639586,http://www.wikidata.org/entity/Q7671316,http://www.wikidata.org/entity/Q1058689
http://www.wikidata.org/entity/Q5725005,http://www.wikidata.org/entity/Q15106259,http://www.wikidata.org/entity/Q128709
http://www.wikidata.org/entity/Q5725005,http://www.wikidata.org/entity/Q15152757,http://www.wikidata.org/entity/Q128709
http://www.wikidata.org/entity/Q6499736,http://www.wikidata.org/entity/Q1022155,http://www.wikidata.org/entity/Q11631534
http://www.wikidata.org/entity/Q6857706,http://www.wikidata.org/entity/Q28044813,http://www.wikidata.org/entity/Q3529376
http://www.wikidata.org/entity/Q6857706,http://www.wikidata.org/entity/Q28044813,http://www.wikidata.org/entity/Q4991371
http://www.wikidata.org/entity/Q6554356,http://www.wikidata.org/entity/Q5300179,http://www.wikidata.org/entity/Q7003418
http://www.wikidata.org/entity/Q7189713,http://www.wikidata.org/entity/Q12147,http://www.wikidata.org/entity/Q16681739
http://www.wikidata.org/entity/Q7189713,http://www.wikidata.org/entity/Q4752279,http://www.wikidata.org/entity/Q16681739
http://www.wikidata.org/entity/Q7824266,http://www.wikidata.org/entity/Q3846855,http://www.wikidata.org/entity/Q5334290
http://www.wikidata.org/entity/Q7550889,http://www.wikidata.org/entity/Q608789,http://www.wikidata.org/entity/Q4389321
http://www.wikidata.org/entity/Q8187769,http://www.wikidata.org/entity/Q651658,http://www.wikidata.org/entity/Q7590
http://www.wikidata.org/entity/Q8187769,http://www.wikidata.org/entity/Q2334804,http://www.wikidata.org/entity/Q7590
http://www.wikidata.org/entity/Q8187769,http://www.wikidata.org/entity/Q476118,http://www.wikidata.org/entity/Q43183
http://www.wikidata.org/entity/Q8187769,http://www.wikidata.org/entity/Q43183,http://www.wikidata.org/entity/Q837171
http://www.wikidata.org/entity/Q10267828,http://www.wikidata.org/entity/Q3502509,http://www.wikidata.org/entity/Q55785515
http://www.wikidata.org/entity/Q10267828,http://www.wikidata.org/entity/Q17146686,http://www.wikidata.org/entity/Q55785515
http://www.wikidata.org/entity/Q10843872,http://www.wikidata.org/entity/Q11144716,http://www.wikidata.org/entity/Q260606
http://www.wikidata.org/entity/Q10888573,http://www.wikidata.org/entity/Q86536292,http://www.wikidata.org/entity/Q86536312
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q2865882,http://www.wikidata.org/entity/Q11016
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q7246002,http://www.wikidata.org/entity/Q21198
http://www.wikidata.org/entity/Q11488158,http://www.wikidata.org/entity/Q63521984,http://www.wikidata.org/entity/Q1056391
http://www.wikidata.org/entity/Q11488158,http://www.wikidata.org/entity/Q63521984,http://www.wikidata.org/entity/Q1255921
http://www.wikidata.org/entity/Q12047392,http://www.wikidata.org/entity/Q3627283,http://www.wikidata.org/entity/Q48204
http://www.wikidata.org/entity/Q12047392,http://www.wikidata.org/entity/Q10480691,http://www.wikidata.org/entity/Q48204
http://www.wikidata.org/entity/Q12047392,http://www.wikidata.org/entity/Q11513034,http://www.wikidata.org/entity/Q48204
http://www.wikidata.org/entity/Q12047392,http://www.wikidata.org/entity/Q11513034,http://www.wikidata.org/entity/Q163740
http://www.wikidata.org/entity/Q12047392,http://www.wikidata.org/entity/Q3627283,http://www.wikidata.org/entity/Q56325502
http://www.wikidata.org/entity/Q11514315,http://www.wikidata.org/entity/Q81458496,http://www.wikidata.org/entity/Q956129
http://www.wikidata.org/entity/Q11514315,http://www.wikidata.org/entity/Q81460492,http://www.wikidata.org/entity/Q956129
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q8078,http://www.wikidata.org/entity/Q5891
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q30642,http://www.wikidata.org/entity/Q11660
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q30642,http://www.wikidata.org/entity/Q21198
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q83353,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q134783,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q163082,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q179509,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q334823,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q754590,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q1048416,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q208202,http://www.wikidata.org/entity/Q7748
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q52109,http://www.wikidata.org/entity/Q52107
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q629029,http://www.wikidata.org/entity/Q162297
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q1368144,http://www.wikidata.org/entity/Q856574
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q855627,http://www.wikidata.org/entity/Q928786
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q631286,http://www.wikidata.org/entity/Q1066186
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q1279400,http://www.wikidata.org/entity/Q1066186
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q376657,http://www.wikidata.org/entity/Q2920921
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q861455,http://www.wikidata.org/entity/Q2920921
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q1137608,http://www.wikidata.org/entity/Q2920921
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q2315537,http://www.wikidata.org/entity/Q420
