item,classC,classB
http://www.wikidata.org/entity/Q11862829,http://www.wikidata.org/entity/Q2315537,http://www.wikidata.org/entity/Q1069
http://www.wikidata.org/entity/Q13226383,http://www.wikidata.org/entity/Q390516,http://www.wikidata.org/entity/Q180516
http://www.wikidata.org/entity/Q13226383,http://www.wikidata.org/entity/Q1772543,http://www.wikidata.org/entity/Q180516
http://www.wikidata.org/entity/Q13226383,http://www.wikidata.org/entity/Q1902617,http://www.wikidata.org/entity/Q180516
http://www.wikidata.org/entity/Q13226383,http://www.wikidata.org/entity/Q7451052,http://www.wikidata.org/entity/Q180516
http://www.wikidata.org/entity/Q13397636,http://www.wikidata.org/entity/Q15725498,http://www.wikidata.org/entity/Q204776
http://www.wikidata.org/entity/Q13226383,http://www.wikidata.org/entity/Q66736694,http://www.wikidata.org/entity/Q180516
http://www.wikidata.org/entity/Q13226383,http://www.wikidata.org/entity/Q97457858,http://www.wikidata.org/entity/Q656720
http://www.wikidata.org/entity/Q13554447,http://www.wikidata.org/entity/Q3188089,http://www.wikidata.org/entity/Q16474031
http://www.wikidata.org/entity/Q14565197,http://www.wikidata.org/entity/Q22672535,http://www.wikidata.org/entity/Q13196750
http://www.wikidata.org/entity/Q14565197,http://www.wikidata.org/entity/Q22672531,http://www.wikidata.org/entity/Q14565199
http://www.wikidata.org/entity/Q14752696,http://www.wikidata.org/entity/Q918230,http://www.wikidata.org/entity/Q2202509
http://www.wikidata.org/entity/Q14904124,http://www.wikidata.org/entity/Q14592615,http://www.wikidata.org/entity/Q474200
http://www.wikidata.org/entity/Q15092400,http://www.wikidata.org/entity/Q257978,http://www.wikidata.org/entity/Q76401672
http://www.wikidata.org/entity/Q15221215,http://www.wikidata.org/entity/Q16835342,http://www.wikidata.org/entity/Q3589698
http://www.wikidata.org/entity/Q15617994,http://www.wikidata.org/entity/Q788176,http://www.wikidata.org/entity/Q56061
http://www.wikidata.org/entity/Q15617994,http://www.wikidata.org/entity/Q1022469,http://www.wikidata.org/entity/Q56061
http://www.wikidata.org/entity/Q15617994,http://www.wikidata.org/entity/Q6138000,http://www.wikidata.org/entity/Q56061
http://www.wikidata.org/entity/Q15978876,http://www.wikidata.org/entity/Q12774503,http://www.wikidata.org/entity/Q43115
http://www.wikidata.org/entity/Q15617994,http://www.wikidata.org/entity/Q19905455,http://www.wikidata.org/entity/Q5195043
http://www.wikidata.org/entity/Q16173659,http://www.wikidata.org/entity/Q771861,http://www.wikidata.org/entity/Q276314
http://www.wikidata.org/entity/Q16334295,http://www.wikidata.org/entity/Q1714036,http://www.wikidata.org/entity/Q938236
http://www.wikidata.org/entity/Q15916459,http://www.wikidata.org/entity/Q15916502,http://www.wikidata.org/entity/Q705178
http://www.wikidata.org/entity/Q16334295,http://www.wikidata.org/entity/Q16802107,http://www.wikidata.org/entity/Q848197
http://www.wikidata.org/entity/Q15961983,http://www.wikidata.org/entity/Q2933978,http://www.wikidata.org/entity/Q2635894
http://www.wikidata.org/entity/Q16335296,http://www.wikidata.org/entity/Q11915911,http://www.wikidata.org/entity/Q2588761
http://www.wikidata.org/entity/Q16103215,http://www.wikidata.org/entity/Q57303455,http://www.wikidata.org/entity/Q1075310
http://www.wikidata.org/entity/Q16869121,http://www.wikidata.org/entity/Q29014674,http://www.wikidata.org/entity/Q63378287
http://www.wikidata.org/entity/Q16896124,http://www.wikidata.org/entity/Q5795907,http://www.wikidata.org/entity/Q5795909
http://www.wikidata.org/entity/Q17524420,http://www.wikidata.org/entity/Q210726,http://www.wikidata.org/entity/Q7787
http://www.wikidata.org/entity/Q17524420,http://www.wikidata.org/entity/Q1516468,http://www.wikidata.org/entity/Q7787
http://www.wikidata.org/entity/Q17524420,http://www.wikidata.org/entity/Q17544377,http://www.wikidata.org/entity/Q200325
http://www.wikidata.org/entity/Q17155032,http://www.wikidata.org/entity/Q1074158,http://www.wikidata.org/entity/Q166142
http://www.wikidata.org/entity/Q17155032,http://www.wikidata.org/entity/Q570871,http://www.wikidata.org/entity/Q528166
http://www.wikidata.org/entity/Q17155032,http://www.wikidata.org/entity/Q570871,http://www.wikidata.org/entity/Q3635085
http://www.wikidata.org/entity/Q17155032,http://www.wikidata.org/entity/Q15079042,http://www.wikidata.org/entity/Q1074158
http://www.wikidata.org/entity/Q17155032,http://www.wikidata.org/entity/Q15079042,http://www.wikidata.org/entity/Q1194674
http://www.wikidata.org/entity/Q18123741,http://www.wikidata.org/entity/Q1049711,http://www.wikidata.org/entity/Q182672
http://www.wikidata.org/entity/Q18123741,http://www.wikidata.org/entity/Q4747465,http://www.wikidata.org/entity/Q949694
http://www.wikidata.org/entity/Q18123741,http://www.wikidata.org/entity/Q727028,http://www.wikidata.org/entity/Q55788465
http://www.wikidata.org/entity/Q18123741,http://www.wikidata.org/entity/Q55009415,http://www.wikidata.org/entity/Q578994
http://www.wikidata.org/entity/Q18123741,http://www.wikidata.org/entity/Q55785635,http://www.wikidata.org/entity/Q4316437
http://www.wikidata.org/entity/Q18554701,http://www.wikidata.org/entity/Q18558223,http://www.wikidata.org/entity/Q18558226
http://www.wikidata.org/entity/Q17645478,http://www.wikidata.org/entity/Q12042110,http://www.wikidata.org/entity/Q3397572
http://www.wikidata.org/entity/Q17781690,http://www.wikidata.org/entity/Q33767,http://www.wikidata.org/entity/Q26962795
http://www.wikidata.org/entity/Q18556754,http://www.wikidata.org/entity/Q18554070,http://www.wikidata.org/entity/Q18556106
http://www.wikidata.org/entity/Q18556754,http://www.wikidata.org/entity/Q19001275,http://www.wikidata.org/entity/Q55780006
http://www.wikidata.org/entity/Q18556249,http://www.wikidata.org/entity/Q18558195,http://www.wikidata.org/entity/Q167844
http://www.wikidata.org/entity/Q19832712,http://www.wikidata.org/entity/Q58683981,http://www.wikidata.org/entity/Q1550557
http://www.wikidata.org/entity/Q19958368,http://www.wikidata.org/entity/Q64797228,http://www.wikidata.org/entity/Q149416
http://www.wikidata.org/entity/Q19958368,http://www.wikidata.org/entity/Q61270168,http://www.wikidata.org/entity/Q2440952
http://www.wikidata.org/entity/Q19958368,http://www.wikidata.org/entity/Q101584094,http://www.wikidata.org/entity/Q149359
http://www.wikidata.org/entity/Q20056177,http://www.wikidata.org/entity/Q129270,http://www.wikidata.org/entity/Q12038335
http://www.wikidata.org/entity/Q20056177,http://www.wikidata.org/entity/Q1750790,http://www.wikidata.org/entity/Q12038335
http://www.wikidata.org/entity/Q20076756,http://www.wikidata.org/entity/Q20644555,http://www.wikidata.org/entity/Q132311
http://www.wikidata.org/entity/Q20202269,http://www.wikidata.org/entity/Q5736952,http://www.wikidata.org/entity/Q1358845
http://www.wikidata.org/entity/Q21114371,http://www.wikidata.org/entity/Q23774370,http://www.wikidata.org/entity/Q49476
http://www.wikidata.org/entity/Q21167512,http://www.wikidata.org/entity/Q3153686,http://www.wikidata.org/entity/Q7559033
http://www.wikidata.org/entity/Q22669665,http://www.wikidata.org/entity/Q906556,http://www.wikidata.org/entity/Q8012311
http://www.wikidata.org/entity/Q23015928,http://www.wikidata.org/entity/Q29573983,http://www.wikidata.org/entity/Q849697
http://www.wikidata.org/entity/Q23009439,http://www.wikidata.org/entity/Q15640155,http://www.wikidata.org/entity/Q70471113
http://www.wikidata.org/entity/Q24034552,http://www.wikidata.org/entity/Q188211,http://www.wikidata.org/entity/Q11348
http://www.wikidata.org/entity/Q24017852,http://www.wikidata.org/entity/Q763709,http://www.wikidata.org/entity/Q738680
http://www.wikidata.org/entity/Q24034552,http://www.wikidata.org/entity/Q12202238,http://www.wikidata.org/entity/Q11348
http://www.wikidata.org/entity/Q25403900,http://www.wikidata.org/entity/Q8495,http://www.wikidata.org/entity/Q185217
http://www.wikidata.org/entity/Q25403900,http://www.wikidata.org/entity/Q10943,http://www.wikidata.org/entity/Q185217
http://www.wikidata.org/entity/Q25403900,http://www.wikidata.org/entity/Q8492,http://www.wikidata.org/entity/Q11550473
http://www.wikidata.org/entity/Q25403900,http://www.wikidata.org/entity/Q504133,http://www.wikidata.org/entity/Q165199
http://www.wikidata.org/entity/Q27943370,http://www.wikidata.org/entity/Q18199649,http://www.wikidata.org/entity/Q1639239
http://www.wikidata.org/entity/Q27949697,http://www.wikidata.org/entity/Q29569274,http://www.wikidata.org/entity/Q15893266
http://www.wikidata.org/entity/Q29477614,http://www.wikidata.org/entity/Q7667810,http://www.wikidata.org/entity/Q3423089
http://www.wikidata.org/entity/Q28914343,http://www.wikidata.org/entity/Q28867158,http://www.wikidata.org/entity/Q28866641
http://www.wikidata.org/entity/Q28914343,http://www.wikidata.org/entity/Q33011361,http://www.wikidata.org/entity/Q28866641
http://www.wikidata.org/entity/Q28923954,http://www.wikidata.org/entity/Q839463,http://www.wikidata.org/entity/Q941501
http://www.wikidata.org/entity/Q28935403,http://www.wikidata.org/entity/Q607688,http://www.wikidata.org/entity/Q9380574
http://www.wikidata.org/entity/Q37756327,http://www.wikidata.org/entity/Q59072,http://www.wikidata.org/entity/Q10751552
http://www.wikidata.org/entity/Q37756327,http://www.wikidata.org/entity/Q841774,http://www.wikidata.org/entity/Q10751552
http://www.wikidata.org/entity/Q37756327,http://www.wikidata.org/entity/Q1061720,http://www.wikidata.org/entity/Q10751552
http://www.wikidata.org/entity/Q37756327,http://www.wikidata.org/entity/Q57243997,http://www.wikidata.org/entity/Q10751552
http://www.wikidata.org/entity/Q31931265,http://www.wikidata.org/entity/Q38593919,http://www.wikidata.org/entity/Q131647
http://www.wikidata.org/entity/Q33027691,http://www.wikidata.org/entity/Q88554984,http://www.wikidata.org/entity/Q15832079
http://www.wikidata.org/entity/Q33027691,http://www.wikidata.org/entity/Q88555224,http://www.wikidata.org/entity/Q15832079
http://www.wikidata.org/entity/Q33027691,http://www.wikidata.org/entity/Q88568994,http://www.wikidata.org/entity/Q27104461
http://www.wikidata.org/entity/Q47154513,http://www.wikidata.org/entity/Q46220684,http://www.wikidata.org/entity/Q73227944
http://www.wikidata.org/entity/Q47460393,http://www.wikidata.org/entity/Q190898,http://www.wikidata.org/entity/Q1130510
http://www.wikidata.org/entity/Q48907157,http://www.wikidata.org/entity/Q16557344,http://www.wikidata.org/entity/Q3257686
http://www.wikidata.org/entity/Q54947664,http://www.wikidata.org/entity/Q54946469,http://www.wikidata.org/entity/Q130444
http://www.wikidata.org/entity/Q57660343,http://www.wikidata.org/entity/Q72194547,http://www.wikidata.org/entity/Q4135315
http://www.wikidata.org/entity/Q63345803,http://www.wikidata.org/entity/Q12021157,http://www.wikidata.org/entity/Q3144191
http://www.wikidata.org/entity/Q64136309,http://www.wikidata.org/entity/Q3136650,http://www.wikidata.org/entity/Q772845
http://www.wikidata.org/entity/Q65037409,http://www.wikidata.org/entity/Q48739515,http://www.wikidata.org/entity/Q65037415
http://www.wikidata.org/entity/Q67101749,http://www.wikidata.org/entity/Q26921423,http://www.wikidata.org/entity/Q416781
http://www.wikidata.org/entity/Q67015883,http://www.wikidata.org/entity/Q67101749,http://www.wikidata.org/entity/Q142943
http://www.wikidata.org/entity/Q73404269,http://www.wikidata.org/entity/Q310430,http://www.wikidata.org/entity/Q7243021
http://www.wikidata.org/entity/Q96211395,http://www.wikidata.org/entity/Q10655242,http://www.wikidata.org/entity/Q2139516
http://www.wikidata.org/entity/Q96375012,http://www.wikidata.org/entity/Q96377597,http://www.wikidata.org/entity/Q96375790
http://www.wikidata.org/entity/Q96375012,http://www.wikidata.org/entity/Q96377599,http://www.wikidata.org/entity/Q96375790
http://www.wikidata.org/entity/Q96375012,http://www.wikidata.org/entity/Q96377600,http://www.wikidata.org/entity/Q96375790
http://www.wikidata.org/entity/Q100195948,http://www.wikidata.org/entity/Q308859,http://www.wikidata.org/entity/Q1503443
